Age,Gender,Item Purchased,Category,Location,Discount Applied,Previous Purchases
41,Male,Blouse,Clothing,Hawaii,Yes,46
37,Male,Sweater,Clothing,Alabama,Yes,40
25,Male,Boots,Footwear,Oklahoma,Yes,21
41,Male,Socks,Clothing,Alabama,Yes,33
48,Male,Belt,Accessories,Vermont,Yes,3
42,Male,Sneakers,Footwear,Ohio,Yes,48
54,Male,Jeans,Clothing,Wisconsin,Yes,8
18,Male,Skirt,Clothing,South Dakota,Yes,24
56,Male,Shoes,Footwear,Iowa,Yes,10
61,Male,Dress,Clothing,Maryland,Yes,25
40,Male,Handbag,Accessories,Colorado,Yes,3
34,Male,Backpack,Accessories,Wisconsin,Yes,45
42,Male,Jewelry,Accessories,Mississippi,Yes,15
43,Male,Hat,Accessories,Mississippi,Yes,34
47,Male,Jewelry,Accessories,California,Yes,21
48,Male,Shirt,Clothing,Delaware,Yes,22
20,Male,Boots,Footwear,Montana,Yes,24
65,Male,Shirt,Clothing,Indiana,Yes,33
54,Male,Sunglasses,Accessories,West Virginia,Yes,13
23,Male,Shorts,Clothing,Iowa,Yes,17
18,Male,Sweater,Clothing,Maine,Yes,25
70,Male,Belt,Accessories,Connecticut,Yes,15
55,Male,T-shirt,Clothing,Kansas,Yes,4
49,Male,Shorts,Clothing,Vermont,Yes,43
26,Male,Sandals,Footwear,Nebraska,Yes,12
33,Male,Shirt,Clothing,Nevada,Yes,3
20,Male,Socks,Clothing,Tennessee,Yes,1
41,Male,Pants,Clothing,Arkansas,Yes,6
18,Male,Skirt,Clothing,Wisconsin,Yes,26
26,Male,Jewelry,Accessories,Illinois,Yes,6
30,Male,T-shirt,Clothing,Kansas,Yes,22
64,Male,Jewelry,Accessories,New York,Yes,45
26,Male,Hat,Accessories,Colorado,Yes,50
43,Male,Blouse,Clothing,Wisconsin,Yes,50
63,Male,Sandals,Footwear,Michigan,Yes,39
57,Male,Handbag,Accessories,Hawaii,Yes,50
25,Male,Hat,Accessories,Virginia,Yes,27
68,Male,Scarf,Accessories,Ohio,Yes,38
31,Male,Shorts,Clothing,Missouri,Yes,37
64,Male,Backpack,Accessories,Indiana,Yes,50
38,Male,Sweater,Clothing,Florida,Yes,40
34,Male,Skirt,Clothing,Minnesota,Yes,3
32,Male,Sneakers,Footwear,Nevada,Yes,45
69,Male,Sunglasses,Accessories,Maine,Yes,8
45,Male,Dress,Clothing,Massachusetts,Yes,7
35,Male,Blouse,Clothing,North Dakota,Yes,13
63,Male,Shoes,Footwear,New Jersey,Yes,29
65,Male,Sweater,Clothing,Indiana,Yes,7
35,Male,Gloves,Accessories,Oregon,Yes,50
54,Male,Socks,Clothing,North Dakota,Yes,33
28,Male,Coat,Outerwear,South Carolina,Yes,30
68,Male,Sunglasses,Accessories,North Carolina,Yes,40
58,Male,Boots,Footwear,North Dakota,Yes,49
35,Male,Dress,Clothing,Massachusetts,Yes,32
68,Male,Jacket,Outerwear,Tennessee,Yes,18
41,Male,Gloves,Accessories,Missouri,Yes,50
65,Male,Scarf,Accessories,Tennessee,Yes,13
50,Male,Hoodie,Clothing,Colorado,Yes,1
18,Male,Coat,Outerwear,Mississippi,Yes,16
38,Male,Scarf,Accessories,Ohio,Yes,6
68,Male,Coat,Outerwear,North Carolina,Yes,21
53,Male,Scarf,Accessories,Ohio,Yes,36
58,Male,Handbag,Accessories,Nebraska,Yes,20
34,Male,Boots,Footwear,Hawaii,Yes,8
36,Male,Pants,Clothing,Oklahoma,Yes,22
58,Male,T-shirt,Clothing,Wisconsin,Yes,3
60,Male,Scarf,Accessories,Arkansas,Yes,46
59,Male,Coat,Outerwear,Texas,Yes,42
65,Male,Sweater,Clothing,New Mexico,Yes,1
31,Male,Belt,Accessories,Colorado,Yes,29
43,Male,Belt,Accessories,Indiana,Yes,14
37,Male,Sweater,Clothing,Arizona,Yes,4
21,Male,Blouse,Clothing,Indiana,Yes,41
69,Male,Skirt,Clothing,Indiana,Yes,4
32,Male,Jewelry,Accessories,Alaska,Yes,47
53,Male,Gloves,Accessories,Utah,Yes,44
59,Male,T-shirt,Clothing,Louisiana,Yes,37
64,Male,Gloves,Accessories,Iowa,Yes,21
63,Male,Sunglasses,Accessories,New Mexico,Yes,46
43,Male,Shirt,Clothing,Maine,Yes,1
19,Male,Handbag,Accessories,Minnesota,Yes,35
40,Male,Jacket,Outerwear,New Mexico,Yes,49
51,Male,Skirt,Clothing,Arkansas,Yes,47
51,Male,Handbag,Accessories,Oklahoma,Yes,24
66,Male,Blouse,Clothing,Utah,Yes,28
42,Male,T-shirt,Clothing,Wisconsin,Yes,22
22,Male,Pants,Clothing,Utah,Yes,20
31,Male,Hoodie,Clothing,Utah,Yes,25
18,Male,Boots,Footwear,South Carolina,Yes,15
21,Male,Blouse,Clothing,Hawaii,Yes,49
35,Male,Coat,Outerwear,Alaska,Yes,10
35,Male,Pants,Clothing,Colorado,Yes,21
27,Male,Sunglasses,Accessories,West Virginia,Yes,34
65,Male,Jeans,Clothing,Oregon,No,41
41,Male,Pants,Clothing,Ohio,No,30
60,Male,Dress,Clothing,Massachusetts,No,24
61,Male,Shoes,Footwear,Louisiana,No,6
24,Male,Sneakers,Footwear,Virginia,No,14
65,Male,Socks,Clothing,New York,No,37
23,Male,Coat,Outerwear,Arkansas,No,37
30,Male,Shirt,Clothing,New Mexico,No,28
33,Male,Blouse,Clothing,Minnesota,No,43
22,Male,Gloves,Accessories,Illinois,No,25
67,Male,Skirt,Clothing,Georgia,No,4
28,Male,Handbag,Accessories,Mississippi,No,13
32,Male,Shirt,Clothing,North Carolina,No,32
40,Male,Coat,Outerwear,Nevada,No,1
64,Male,Shoes,Footwear,Connecticut,No,4
56,Male,Handbag,Accessories,Utah,No,33
63,Male,Jacket,Outerwear,Tennessee,No,45
20,Male,Shirt,Clothing,Mississippi,No,20
54,Male,Hat,Accessories,Nebraska,No,1
31,Male,Sunglasses,Accessories,West Virginia,No,7
36,Male,Shirt,Clothing,South Carolina,No,48
25,Male,Belt,Accessories,Iowa,No,46
20,Male,Sweater,Clothing,North Dakota,No,34
62,Male,Hoodie,Clothing,West Virginia,No,36
69,Male,Handbag,Accessories,Mississippi,No,44
54,Male,Jeans,Clothing,Alabama,No,48
39,Male,Backpack,Accessories,California,No,12
56,Male,Sneakers,Footwear,Idaho,No,19
39,Male,Jewelry,Accessories,South Dakota,No,49
37,Male,Sunglasses,Accessories,North Dakota,No,25
25,Male,Shorts,Clothing,Nevada,No,25
35,Male,Boots,Footwear,Florida,No,1
45,Male,Skirt,Clothing,Indiana,No,19
19,Male,Pants,Clothing,Arkansas,No,7
21,Male,T-shirt,Clothing,North Carolina,No,19
65,Male,T-shirt,Clothing,Illinois,No,9
49,Male,Jacket,Outerwear,Missouri,No,37
30,Male,Jeans,Clothing,South Dakota,No,15
23,Male,Dress,Clothing,Idaho,No,30
69,Male,Blouse,Clothing,Connecticut,No,30
29,Male,Hoodie,Clothing,Hawaii,No,16
54,Male,T-shirt,Clothing,Maryland,No,14
45,Male,Sweater,Clothing,Maryland,No,8
25,Male,Shorts,Clothing,Massachusetts,No,40
34,Male,Jewelry,Accessories,Delaware,No,24
46,Male,T-shirt,Clothing,Massachusetts,No,14
70,Male,Scarf,Accessories,New York,No,39
42,Male,Shoes,Footwear,Delaware,No,21
45,Male,Sunglasses,Accessories,Massachusetts,No,32
57,Male,Coat,Outerwear,Indiana,No,45
49,Male,Blouse,Clothing,Virginia,No,19
23,Male,Jeans,Clothing,Wyoming,No,1
47,Male,Shorts,Clothing,Illinois,No,12
23,Male,Shirt,Clothing,Alabama,No,26
21,Male,Backpack,Accessories,Idaho,No,12
45,Male,Belt,Accessories,Rhode Island,No,36
67,Male,Blouse,Clothing,New York,No,22
31,Male,Jeans,Clothing,Missouri,No,16
58,Male,Dress,Clothing,Texas,No,31
57,Male,Shorts,Clothing,Tennessee,No,43
42,Male,Jewelry,Accessories,Ohio,No,50
60,Male,Handbag,Accessories,Tennessee,No,37
21,Male,Jewelry,Accessories,Minnesota,No,23
69,Male,Pants,Clothing,Wisconsin,No,10
41,Male,Pants,Clothing,Delaware,No,20
51,Male,Sandals,Footwear,Kansas,No,18
23,Male,Skirt,Clothing,Missouri,No,3
57,Male,Sunglasses,Accessories,Michigan,No,23
40,Male,Skirt,Clothing,West Virginia,No,27
65,Male,Handbag,Accessories,Alabama,No,44
61,Male,Coat,Outerwear,New Hampshire,No,41
34,Male,Skirt,Clothing,Montana,No,41
43,Male,Hoodie,Clothing,Wyoming,No,36
31,Male,Sunglasses,Accessories,Missouri,No,38
57,Male,Sweater,Clothing,Ohio,No,34
34,Male,Boots,Footwear,South Dakota,No,14
25,Male,Skirt,Clothing,Colorado,No,23
66,Male,Dress,Clothing,Massachusetts,No,18
56,Male,Belt,Accessories,Delaware,No,45
49,Male,Jewelry,Accessories,New Hampshire,No,14
19,Male,Dress,Clothing,Michigan,No,48
27,Male,Hat,Accessories,Pennsylvania,No,17
68,Male,Sweater,Clothing,Louisiana,No,1
20,Male,Skirt,Clothing,Minnesota,No,39
21,Male,Hoodie,Clothing,Hawaii,No,24
36,Male,Sandals,Footwear,Idaho,No,41
37,Male,Jewelry,Accessories,Vermont,No,28
61,Male,Dress,Clothing,Delaware,No,34
68,Male,Hoodie,Clothing,New Mexico,No,41
60,Male,Sweater,Clothing,Alaska,No,27
69,Male,Jewelry,Accessories,Minnesota,No,46
25,Male,Sandals,Footwear,Nebraska,No,2
32,Male,Socks,Clothing,Alaska,No,45
53,Male,Backpack,Accessories,Michigan,No,34
46,Male,Shirt,Clothing,Indiana,No,9
58,Male,Shoes,Footwear,Hawaii,No,1
21,Male,Coat,Outerwear,West Virginia,No,17
46,Male,Sweater,Clothing,New York,No,6
18,Male,Jacket,Outerwear,Iowa,No,12
56,Male,Jacket,Outerwear,Arizona,No,10
18,Male,Sneakers,Footwear,Minnesota,No,4
49,Male,Belt,Accessories,Texas,No,8
29,Male,Scarf,Accessories,Virginia,No,41
67,Male,Jewelry,Accessories,North Dakota,No,49
31,Male,T-shirt,Clothing,Iowa,No,49
52,Male,Pants,Clothing,Utah,No,40
42,Male,Handbag,Accessories,Ohio,No,30
32,Male,Backpack,Accessories,Louisiana,No,4
47,Male,Gloves,Accessories,Iowa,No,22
45,Male,Jacket,Outerwear,Maryland,No,22
20,Male,Sweater,Clothing,Montana,No,10
66,Male,Blouse,Clothing,Illinois,No,23
52,Male,Blouse,Clothing,Arizona,No,43
50,Male,Gloves,Accessories,North Carolina,No,31
62,Male,Jeans,Clothing,Montana,No,38
38,Male,Sneakers,Footwear,Iowa,No,22
65,Male,Hat,Accessories,Iowa,No,45
60,Male,Backpack,Accessories,Ohio,No,21
68,Male,Jeans,Clothing,Wisconsin,No,9
62,Male,Skirt,Clothing,South Carolina,No,34
62,Male,Belt,Accessories,Oregon,No,26
40,Male,Dress,Clothing,North Dakota,No,1
32,Male,Hoodie,Clothing,California,No,47
22,Male,Coat,Outerwear,Mississippi,No,30
33,Male,Sweater,Clothing,New Jersey,No,48
57,Male,Shorts,Clothing,Rhode Island,No,31
60,Male,Sneakers,Footwear,New Hampshire,No,33
30,Male,Sweater,Clothing,Louisiana,No,39
41,Male,T-shirt,Clothing,Arizona,No,46
58,Male,Handbag,Accessories,Rhode Island,No,24
34,Male,Sneakers,Footwear,Vermont,No,37
67,Male,Jacket,Outerwear,Tennessee,No,7
58,Male,Backpack,Accessories,Alaska,No,6
41,Male,Jeans,Clothing,Maryland,No,16
42,Male,Belt,Accessories,Wisconsin,No,33
50,Male,Boots,Footwear,Nevada,No,18
40,Male,Shorts,Clothing,Illinois,No,24
32,Male,Jeans,Clothing,Montana,No,24
51,Male,Shoes,Footwear,New Mexico,No,48
26,Male,Hat,Accessories,Virginia,No,4
32,Male,T-shirt,Clothing,Delaware,No,20
58,Male,Sunglasses,Accessories,North Carolina,No,47
51,Male,Socks,Clothing,Nevada,No,50
19,Male,Shirt,Clothing,Washington,No,31
57,Male,Shorts,Clothing,Maine,No,29
66,Male,Shirt,Clothing,Connecticut,No,4
62,Male,Socks,Clothing,Louisiana,No,40
58,Male,Pants,Clothing,Illinois,No,31
23,Male,Boots,Footwear,South Dakota,No,41
45,Male,T-shirt,Clothing,Indiana,No,44
20,Male,T-shirt,Clothing,Vermont,No,31
33,Male,Coat,Outerwear,New Hampshire,No,45
30,Male,Hat,Accessories,Oregon,No,50
50,Male,Sunglasses,Accessories,Kansas,No,7
62,Male,Blouse,Clothing,Maine,No,5
69,Male,Jewelry,Accessories,Louisiana,No,48
34,Male,Jewelry,Accessories,Louisiana,No,19
49,Male,Skirt,Clothing,Indiana,No,39
65,Male,Scarf,Accessories,Kentucky,No,45
66,Male,Pants,Clothing,South Carolina,No,35
41,Male,Hat,Accessories,Montana,No,8
37,Male,Gloves,Accessories,Vermont,No,11
32,Male,Shirt,Clothing,Mississippi,No,32
42,Male,Sandals,Footwear,Wyoming,No,46
31,Male,Socks,Clothing,Vermont,No,7
61,Male,Handbag,Accessories,Alabama,No,1
36,Male,Jacket,Outerwear,Kentucky,No,32
60,Male,Shorts,Clothing,South Dakota,No,31
51,Male,Sandals,Footwear,Delaware,No,39
68,Male,Scarf,Accessories,Wisconsin,No,9
46,Male,Sandals,Footwear,Arizona,No,49
19,Male,Jeans,Clothing,Maine,No,34
30,Male,Skirt,Clothing,New Mexico,No,35
51,Male,Gloves,Accessories,Wyoming,No,50
28,Male,Skirt,Clothing,Delaware,No,4
41,Male,Sweater,Clothing,Pennsylvania,No,32
29,Male,Blouse,Clothing,North Dakota,No,11
25,Male,Sweater,Clothing,Kentucky,No,49
60,Male,Shirt,Clothing,Rhode Island,No,9
63,Male,Jewelry,Accessories,Arizona,No,30
51,Male,T-shirt,Clothing,Colorado,No,33
22,Male,Scarf,Accessories,Maine,No,8
54,Male,Belt,Accessories,New Jersey,No,29
18,Male,T-shirt,Clothing,Kansas,No,4
29,Male,Sneakers,Footwear,South Dakota,No,19
59,Male,Gloves,Accessories,New Hampshire,No,10
25,Male,Sandals,Footwear,Connecticut,No,39
19,Male,Backpack,Accessories,Wyoming,No,21
56,Male,Pants,Clothing,Missouri,No,12
31,Male,T-shirt,Clothing,Alaska,No,9
45,Male,Skirt,Clothing,Delaware,No,20
23,Male,Gloves,Accessories,Indiana,No,44
18,Male,Blouse,Clothing,West Virginia,No,16
43,Male,Blouse,Clothing,Wyoming,No,27
56,Male,Jeans,Clothing,Illinois,No,14
43,Male,T-shirt,Clothing,Alaska,No,24
64,Male,Sweater,Clothing,Wisconsin,No,49
67,Male,Pants,Clothing,Indiana,No,14
63,Male,Boots,Footwear,Tennessee,No,6
54,Male,Skirt,Clothing,Illinois,No,20
69,Male,Gloves,Accessories,Pennsylvania,No,3
34,Male,Socks,Clothing,Oklahoma,No,5
56,Male,T-shirt,Clothing,Tennessee,No,46
34,Male,Blouse,Clothing,New Jersey,No,8
58,Male,Blouse,Clothing,New Jersey,No,13
44,Male,Scarf,Accessories,Tennessee,No,25
25,Male,Backpack,Accessories,Georgia,No,39
27,Male,Shorts,Clothing,Arizona,No,15
26,Male,Jewelry,Accessories,Nevada,No,35
18,Male,Gloves,Accessories,Arkansas,No,46
64,Male,Hoodie,Clothing,North Dakota,No,3
62,Male,Hoodie,Clothing,South Dakota,No,48
59,Male,Skirt,Clothing,North Carolina,No,27
36,Male,Sunglasses,Accessories,Hawaii,No,5
69,Male,Jewelry,Accessories,New Hampshire,No,48
39,Male,Jacket,Outerwear,California,No,12
28,Male,Dress,Clothing,Delaware,No,10
42,Male,Hoodie,Clothing,Arizona,No,48
31,Male,Jeans,Clothing,Washington,No,3
57,Male,Sandals,Footwear,Nevada,No,19
53,Male,Sunglasses,Accessories,Alaska,No,11
59,Male,Pants,Clothing,Texas,No,25
32,Male,Shorts,Clothing,New York,No,42
65,Male,Jewelry,Accessories,Iowa,No,34
56,Male,Socks,Clothing,Arizona,No,50
31,Male,Sandals,Footwear,New Mexico,No,21
59,Male,Pants,Clothing,North Carolina,No,37
22,Male,T-shirt,Clothing,Nevada,No,46
47,Male,Boots,Footwear,Idaho,No,14
23,Male,Backpack,Accessories,Vermont,No,24
69,Male,Skirt,Clothing,New Mexico,No,36
18,Male,Scarf,Accessories,Georgia,No,19
50,Male,Sweater,Clothing,Kentucky,No,12
29,Male,Sandals,Footwear,New York,No,13
65,Male,Jewelry,Accessories,Arizona,No,32
29,Male,Sweater,Clothing,Colorado,No,5
49,Male,Skirt,Clothing,Kentucky,No,29
28,Male,Shorts,Clothing,Alaska,No,40
51,Male,Backpack,Accessories,Alabama,No,44
26,Male,Hoodie,Clothing,Connecticut,No,3
38,Male,Skirt,Clothing,Hawaii,No,35
35,Male,Skirt,Clothing,Idaho,No,33
34,Male,Backpack,Accessories,Virginia,No,20
51,Male,Blouse,Clothing,Connecticut,No,40
47,Male,Shirt,Clothing,Michigan,No,13
18,Male,Gloves,Accessories,Kentucky,No,9
64,Male,Sandals,Footwear,Nebraska,No,7
30,Male,Jacket,Outerwear,Michigan,No,42
59,Male,Sneakers,Footwear,Utah,No,44
66,Male,Backpack,Accessories,New Mexico,No,6
40,Male,Pants,Clothing,Florida,No,8
25,Male,Sunglasses,Accessories,Mississippi,No,10
59,Male,Jeans,Clothing,Hawaii,No,46
66,Male,Pants,Clothing,North Carolina,No,26
54,Male,Jewelry,Accessories,Illinois,No,6
42,Male,Hoodie,Clothing,Maryland,No,47
48,Male,Sandals,Footwear,Montana,No,28
34,Male,Jacket,Outerwear,Michigan,No,23
19,Male,Blouse,Clothing,North Carolina,No,45
70,Male,Jewelry,Accessories,Minnesota,No,44
43,Male,Socks,Clothing,Delaware,No,11
46,Male,Jeans,Clothing,Kentucky,No,39
66,Male,Gloves,Accessories,Ohio,No,20
50,Male,Hat,Accessories,Alaska,No,48
55,Male,Shoes,Footwear,Vermont,No,46
63,Male,Pants,Clothing,Alabama,No,22
32,Male,Socks,Clothing,Wisconsin,No,45
30,Male,Hoodie,Clothing,Arkansas,No,49
35,Male,Hoodie,Clothing,Georgia,No,9
59,Male,Pants,Clothing,Louisiana,No,41
59,Male,Shirt,Clothing,New York,No,2
54,Male,T-shirt,Clothing,Connecticut,No,39
63,Male,Dress,Clothing,Nebraska,No,12
43,Male,Backpack,Accessories,Arkansas,No,26
33,Male,Gloves,Accessories,Connecticut,No,32
57,Male,Shoes,Footwear,Maryland,No,50
25,Male,Skirt,Clothing,Colorado,No,3
26,Male,Gloves,Accessories,Colorado,No,3
50,Male,Hoodie,Clothing,Maine,No,37
70,Male,Socks,Clothing,Oklahoma,No,20
68,Male,Gloves,Accessories,South Carolina,No,26
39,Male,Shorts,Clothing,Nevada,No,47
46,Male,Shoes,Footwear,Colorado,No,7
57,Male,Jeans,Clothing,Massachusetts,No,40
47,Male,Boots,Footwear,Nevada,No,45
40,Male,Hat,Accessories,Iowa,No,20
52,Male,Shorts,Clothing,Michigan,No,11
40,Male,Pants,Clothing,West Virginia,No,50
67,Male,Sweater,Clothing,Indiana,No,25
67,Male,Jacket,Outerwear,Indiana,No,5
37,Male,Dress,Clothing,Georgia,No,4
67,Male,Shirt,Clothing,Minnesota,No,25
64,Male,Dress,Clothing,Louisiana,No,11
28,Male,Belt,Accessories,Maryland,No,4
54,Male,Hat,Accessories,Pennsylvania,No,1
54,Male,Backpack,Accessories,Louisiana,No,48
24,Male,Skirt,Clothing,Maryland,No,9
27,Male,Gloves,Accessories,Tennessee,No,2
53,Male,Jacket,Outerwear,Illinois,No,4
32,Male,Handbag,Accessories,Wyoming,No,43
24,Male,Sandals,Footwear,Florida,No,32
45,Male,Sunglasses,Accessories,Massachusetts,No,1
49,Male,Jeans,Clothing,Tennessee,No,38
51,Male,Sandals,Footwear,Iowa,No,25
69,Male,Shoes,Footwear,Michigan,No,42
41,Male,Sunglasses,Accessories,Kansas,No,32
59,Male,Scarf,Accessories,Georgia,No,21
26,Male,Skirt,Clothing,West Virginia,No,26
23,Male,Gloves,Accessories,Tennessee,No,6
62,Male,Coat,Outerwear,Arkansas,No,14
69,Male,Belt,Accessories,Vermont,No,4
46,Male,Pants,Clothing,Virginia,No,26
35,Male,Jewelry,Accessories,Maryland,No,39
32,Male,Backpack,Accessories,Connecticut,No,15
46,Male,Sneakers,Footwear,Missouri,No,1
33,Male,Hoodie,Clothing,New Jersey,No,28
32,Male,Blouse,Clothing,Arkansas,No,17
33,Male,Sunglasses,Accessories,Nevada,No,24
67,Male,Boots,Footwear,Missouri,No,29
67,Male,Sneakers,Footwear,South Dakota,No,18
42,Male,Backpack,Accessories,Connecticut,No,10
20,Male,Pants,Clothing,Vermont,No,19
39,Male,Socks,Clothing,Tennessee,No,26
26,Male,Belt,Accessories,California,No,25
51,Male,Sunglasses,Accessories,Wyoming,No,2
31,Male,Shirt,Clothing,New York,No,19
68,Male,Sneakers,Footwear,Maine,No,32
44,Male,Shoes,Footwear,Georgia,No,13
18,Male,Sandals,Footwear,Tennessee,No,30
58,Male,Scarf,Accessories,New Mexico,No,2
26,Male,Shirt,Clothing,Virginia,No,8
57,Male,Skirt,Clothing,Florida,No,27
37,Male,Boots,Footwear,Alabama,No,26
24,Male,Sweater,Clothing,Texas,No,3
57,Male,Sandals,Footwear,West Virginia,No,4
48,Male,Jeans,Clothing,Nevada,No,5
39,Male,Backpack,Accessories,Virginia,No,25
51,Male,Skirt,Clothing,Wisconsin,No,47
57,Male,Belt,Accessories,Virginia,No,8
53,Male,Shoes,Footwear,Maine,No,20
70,Male,Socks,Clothing,Massachusetts,No,42
60,Male,Backpack,Accessories,Arkansas,No,20
31,Male,Shirt,Clothing,Idaho,No,23
41,Male,Sweater,Clothing,Pennsylvania,No,26
62,Male,Handbag,Accessories,Maine,No,48
59,Male,Jewelry,Accessories,Alabama,No,16
46,Male,Socks,Clothing,Idaho,No,28
62,Male,Socks,Clothing,Arkansas,No,39
42,Male,Shirt,Clothing,Delaware,No,43
37,Male,Scarf,Accessories,Maine,No,45
50,Male,Shoes,Footwear,Nebraska,No,50
29,Male,Shoes,Footwear,Ohio,No,10
25,Male,Scarf,Accessories,Montana,No,40
66,Male,Sunglasses,Accessories,New Mexico,No,38
21,Male,Socks,Clothing,North Carolina,No,2
46,Male,Blouse,Clothing,South Carolina,No,13
57,Male,Jeans,Clothing,Illinois,No,33
61,Male,Shorts,Clothing,Alabama,No,27
53,Male,T-shirt,Clothing,Oklahoma,No,43
37,Male,Blouse,Clothing,Minnesota,No,46
39,Male,Belt,Accessories,Illinois,No,7
53,Male,Blouse,Clothing,Arkansas,No,35
35,Male,T-shirt,Clothing,Minnesota,No,31
69,Male,Jewelry,Accessories,South Carolina,No,42
66,Male,Jacket,Outerwear,New York,No,14
19,Male,Shoes,Footwear,Alabama,No,35
47,Male,Gloves,Accessories,New York,No,49
49,Male,Jeans,Clothing,Missouri,No,17
31,Male,Jewelry,Accessories,Georgia,No,26
39,Male,Pants,Clothing,Oklahoma,No,30
58,Male,Jewelry,Accessories,Connecticut,No,32
45,Male,Sneakers,Footwear,Michigan,No,35
68,Male,Boots,Footwear,Rhode Island,No,15
35,Male,Hat,Accessories,Mississippi,No,10
65,Male,T-shirt,Clothing,Massachusetts,No,14
45,Male,Backpack,Accessories,New Hampshire,No,30
19,Male,Sunglasses,Accessories,Wyoming,No,16
65,Male,Sweater,Clothing,New Jersey,No,14
28,Male,Handbag,Accessories,Texas,No,28
55,Male,Backpack,Accessories,Minnesota,No,29
66,Male,Socks,Clothing,South Dakota,No,5
29,Male,Shirt,Clothing,Washington,No,17
56,Male,Shorts,Clothing,California,No,50
21,Male,Belt,Accessories,Wisconsin,No,23
32,Male,Sweater,Clothing,Michigan,No,22
54,Male,Coat,Outerwear,South Carolina,No,15
61,Male,Shorts,Clothing,Indiana,No,32
31,Male,Shoes,Footwear,Arkansas,No,5
27,Male,Sneakers,Footwear,Oregon,No,6
64,Male,Sneakers,Footwear,Illinois,No,44
60,Male,Pants,Clothing,Maryland,No,23
70,Male,Jewelry,Accessories,Vermont,No,44
36,Male,T-shirt,Clothing,Texas,No,3
56,Male,Jewelry,Accessories,Nebraska,No,14
69,Male,Jacket,Outerwear,South Carolina,No,37
39,Male,Backpack,Accessories,Massachusetts,No,22
38,Male,Belt,Accessories,Texas,No,2
36,Male,Scarf,Accessories,Florida,No,44
46,Male,Sweater,Clothing,South Carolina,No,49
59,Male,Gloves,Accessories,Florida,No,22
64,Male,Scarf,Accessories,Nebraska,No,26
49,Male,Dress,Clothing,Hawaii,No,40
32,Male,Jeans,Clothing,Montana,No,16
29,Male,Sunglasses,Accessories,South Dakota,No,17
24,Male,Coat,Outerwear,Alabama,No,48
41,Male,Jeans,Clothing,Arkansas,No,28
41,Male,Scarf,Accessories,Mississippi,No,26
32,Male,Blouse,Clothing,Vermont,No,43
69,Male,Jeans,Clothing,New York,No,38
65,Male,Dress,Clothing,North Dakota,No,36
54,Male,Hat,Accessories,Wisconsin,No,1
39,Male,Sandals,Footwear,California,No,49
37,Male,Jacket,Outerwear,Maryland,No,41
51,Male,Socks,Clothing,Massachusetts,No,21
26,Male,Jeans,Clothing,Washington,No,24
42,Male,Sandals,Footwear,Minnesota,No,27
21,Male,Dress,Clothing,Washington,No,4
53,Male,Socks,Clothing,South Carolina,No,19
36,Male,Hoodie,Clothing,New Mexico,No,1
21,Male,Dress,Clothing,North Carolina,No,27
33,Male,Sneakers,Footwear,Iowa,No,5
49,Male,T-shirt,Clothing,Louisiana,No,20
31,Male,T-shirt,Clothing,Oklahoma,No,50
68,Male,Sweater,Clothing,Michigan,No,36
49,Male,Shirt,Clothing,Oregon,No,12
23,Male,Hat,Accessories,Idaho,No,23
30,Male,Pants,Clothing,Indiana,No,21
53,Male,Shoes,Footwear,New Mexico,No,47
65,Male,Gloves,Accessories,South Carolina,No,38
60,Male,Jewelry,Accessories,Vermont,No,40
46,Male,Pants,Clothing,Delaware,No,35
54,Male,Hoodie,Clothing,North Dakota,No,4
59,Male,Jewelry,Accessories,California,No,28
52,Male,Socks,Clothing,Montana,No,36
41,Male,Sunglasses,Accessories,Missouri,No,15
43,Male,Belt,Accessories,Tennessee,No,7
63,Male,Dress,Clothing,Virginia,No,29
37,Male,Shirt,Clothing,Vermont,No,12
44,Male,Scarf,Accessories,Rhode Island,No,16
67,Male,Jacket,Outerwear,Kansas,No,50
27,Male,Dress,Clothing,Colorado,No,11
60,Male,Socks,Clothing,Georgia,No,28
58,Male,Jewelry,Accessories,Nebraska,No,36
53,Male,Scarf,Accessories,Missouri,No,38
43,Male,Backpack,Accessories,Alaska,No,32
32,Male,Jacket,Outerwear,Virginia,No,42
54,Male,Coat,Outerwear,Nebraska,No,22
47,Male,Skirt,Clothing,Rhode Island,No,22
57,Male,Coat,Outerwear,New Hampshire,No,31
63,Male,Shoes,Footwear,Alabama,No,28
70,Male,Boots,Footwear,North Carolina,No,40
62,Male,Coat,Outerwear,New Mexico,No,21
40,Male,Skirt,Clothing,Minnesota,No,12
25,Male,Backpack,Accessories,Arizona,No,33
19,Male,Shorts,Clothing,Montana,No,9
25,Male,Skirt,Clothing,Vermont,No,15
21,Male,Hat,Accessories,Maine,No,13
55,Male,Sandals,Footwear,Virginia,No,35
34,Male,Sunglasses,Accessories,California,No,1
47,Male,Sunglasses,Accessories,New York,No,25
27,Male,Socks,Clothing,Indiana,No,20
67,Male,Sweater,Clothing,Mississippi,No,36
40,Male,Boots,Footwear,New York,No,33
53,Male,Handbag,Accessories,New Mexico,No,36
24,Male,Dress,Clothing,Kentucky,No,32
47,Male,Hat,Accessories,North Dakota,No,21
53,Male,Sandals,Footwear,Arkansas,No,48
47,Male,Shoes,Footwear,Maryland,No,25
38,Male,Skirt,Clothing,Connecticut,No,32
48,Male,Sunglasses,Accessories,Utah,No,45
